Source,Source City,Source Country,Target,Target City,Target Country,Source Lat,Source Lon,Target Lat,Target Lon,Weight
ANC,Anchorage,USA,JFK,New York,USA,61.1744,-149.996,40.6397,-73.7789,10438
JFK,New York,USA,ANC,Anchorage,USA,40.6397,-73.7789,61.1744,-149.996,17668
ALB,Albany (US) NY,USA,HPN,Westchester County,USA,42.7483,-73.8017,41.067,-73.7076,1178
ATL,Atlanta,USA,IAH,Houston,USA,33.6367,-84.4281,29.9844,-95.3414,55779
AUS,Austin,USA,IAH,Houston,USA,30.1945,-97.6699,29.9844,-95.3414,40836
BDL,Hartford,USA,CLE,Cleveland,USA,41.9392,-72.6833,41.4117,-81.8498,7696
BWI,Baltimore,USA,EWR,New York,USA,39.1753,-76.6683,40.6925,-74.1686,6292
ABE,Allentown/Bethlehem/Easton,USA,CLE,Cleveland,USA,40.6521,-75.4408,41.4117,-81.8498,2518
ABQ,Albuquerque,USA,IAH,Houston,USA,35.0402,-106.609,29.9844,-95.3414,16672
ALB,Albany (US) NY,USA,CLE,Cleveland,USA,42.7483,-73.8017,41.4117,-81.8498,5111
CLE,Cleveland,USA,BDL,Hartford,USA,41.4117,-81.8498,41.9392,-72.6833,7735
CLE,Cleveland,USA,DEN,Denver,USA,41.4117,-81.8498,39.8617,-104.673,15336
AGS,Augusta (US) GA,USA,IAH,Houston,USA,33.3699,-81.9645,29.9844,-95.3414,2725
ALB,Albany (US) NY,USA,BDL,Hartford,USA,42.7483,-73.8017,41.9392,-72.6833,988
ALB,Albany (US) NY,USA,PWM,Portland (US) ME,USA,42.7483,-73.8017,43.6462,-70.3093,1900
AUS,Austin,USA,EWR,New York,USA,30.1945,-97.6699,40.6925,-74.1686,6008
BDL,Hartford,USA,ALB,Albany (US) NY,USA,41.9392,-72.6833,42.7483,-73.8017,988
BFI,Seattle,USA,OAK,Oakland,USA,47.53,-122.302,37.7213,-122.221,155
AGS,Augusta (US) GA,USA,EWR,New York,USA,33.3699,-81.9645,40.6925,-74.1686,2372
ALB,Albany (US) NY,USA,PVD,Providence,USA,42.7483,-73.8017,41.7326,-71.4204,988
ALB,Albany (US) NY,USA,ROC,Rochester (US) NY,USA,42.7483,-73.8017,43.1189,-77.6724,1824
ABE,Allentown/Bethlehem/Easton,USA,ALB,Albany (US) NY,USA,40.6521,-75.4408,42.7483,-73.8017,988
ACK,Nantucket,USA,EWR,New York,USA,41.2531,-70.0602,40.6925,-74.1686,3523
ALB,Albany (US) NY,USA,ABE,Allentown/Bethlehem/Easton,USA,42.7483,-73.8017,40.6521,-75.4408,950
CLE,Cleveland,USA,MKE,Milwaukee,USA,41.4117,-81.8498,42.9472,-87.8966,9519
CLT,Charlotte,USA,IAH,Houston,USA,35.214,-80.9431,29.9844,-95.3414,22455
CVG,Cincinnati,USA,IAH,Houston,USA,39.0488,-84.6678,29.9844,-95.3414,11084
BNA,Nashville,USA,CLE,Cleveland,USA,36.1245,-86.6782,41.4117,-81.8498,19547
BNA,Nashville,USA,EWR,New York,USA,36.1245,-86.6782,40.6925,-74.1686,7154
BTV,Burlington (US) VT,USA,PLB,Plattsburgh,USA,44.4719,-73.1533,44.683333,-73.516667,912
BWI,Baltimore,USA,CLE,Cleveland,USA,39.1753,-76.6683,41.4117,-81.8498,36245
BWI,Baltimore,USA,IAH,Houston,USA,39.1753,-76.6683,29.9844,-95.3414,26015
CHS,Charleston (US) SC,USA,EWR,New York,USA,32.8986,-80.0405,40.6925,-74.1686,4916
CHS,Charleston (US) SC,USA,IAH,Houston,USA,32.8986,-80.0405,29.9844,-95.3414,3261
CLE,Cleveland,USA,ABE,Allentown/Bethlehem/Easton,USA,41.4117,-81.8498,40.6521,-75.4408,2518
CLE,Cleveland,USA,ALB,Albany (US) NY,USA,41.4117,-81.8498,42.7483,-73.8017,5111
CLE,Cleveland,USA,BWI,Baltimore,USA,41.4117,-81.8498,39.1753,-76.6683,36232
CLE,Cleveland,USA,FNT,Flint,USA,41.4117,-81.8498,42.9654,-83.7436,1653
AUS,Austin,USA,CLE,Cleveland,USA,30.1945,-97.6699,41.4117,-81.8498,2250
AVP,Wilkes-Barre,USA,CLE,Cleveland,USA,41.3385,-75.7234,41.4117,-81.8498,1026
AZO,Kalamazoo,USA,CLE,Cleveland,USA,42.2349,-85.5521,41.4117,-81.8498,1957
BOS,Boston,USA,IAH,Houston,USA,42.3643,-71.0052,29.9844,-95.3414,22046
BOS,Boston,USA,CLE,Cleveland,USA,42.3643,-71.0052,41.4117,-81.8498,12162
BTR,Baton Rouge,USA,IAH,Houston,USA,30.5332,-91.1496,29.9844,-95.3414,9735
BTV,Burlington (US) VT,USA,HPN,Westchester County,USA,44.4719,-73.1533,41.067,-73.7076,148
DEN,Denver,USA,CLE,Cleveland,USA,39.8617,-104.673,41.4117,-81.8498,14848
DEN,Denver,USA,IAH,Houston,USA,39.8617,-104.673,29.9844,-95.3414,61419
DTW,Detroit,USA,IAH,Houston,USA,42.2125,-83.3533,29.9844,-95.3414,38895
ELP,El Paso,USA,IAH,Houston,USA,31.8072,-106.378,29.9844,-95.3414,12478
ANC,Anchorage,USA,EWR,New York,USA,61.1744,-149.996,40.6925,-74.1686,5673
CLE,Cleveland,USA,BNA,Nashville,USA,41.4117,-81.8498,36.1245,-86.6782,19044
CLE,Cleveland,USA,CMH,Columbus (US) OH,USA,41.4117,-81.8498,39.998,-82.8919,5233
CLE,Cleveland,USA,CVG,Cincinnati,USA,41.4117,-81.8498,39.0488,-84.6678,19279
CLE,Cleveland,USA,HPN,Westchester County,USA,41.4117,-81.8498,41.067,-73.7076,3915
CLE,Cleveland,USA,IAH,Houston,USA,41.4117,-81.8498,29.9844,-95.3414,25191
BPT,Beaumont,USA,IAH,Houston,USA,29.9508,-94.0207,29.9844,-95.3414,6411
CLE,Cleveland,USA,AUS,Austin,USA,41.4117,-81.8498,30.1945,-97.6699,2300
CLE,Cleveland,USA,AVP,Wilkes-Barre,USA,41.4117,-81.8498,41.3385,-75.7234,1026
CLE,Cleveland,USA,AZO,Kalamazoo,USA,41.4117,-81.8498,42.2349,-85.5521,1957
CLE,Cleveland,USA,MCI,Kansas City,USA,41.4117,-81.8498,39.2976,-94.7139,5455
CLE,Cleveland,USA,MDW,Chicago,USA,41.4117,-81.8498,41.7861,-87.7525,37896
CLE,Cleveland,USA,MSN,Madison,USA,41.4117,-81.8498,43.1399,-89.3375,2421
CLE,Cleveland,USA,PHL,Philadelphia,USA,41.4117,-81.8498,39.8719,-75.2411,15633
CLE,Cleveland,USA,RSW,Fort Myers,USA,41.4117,-81.8498,26.5362,-81.7552,6691
CLE,Cleveland,USA,TPA,Tampa,USA,41.4117,-81.8498,27.9755,-82.5332,8744
CLE,Cleveland,USA,BOS,Boston,USA,41.4117,-81.8498,42.3643,-71.0052,12398
ALB,Albany (US) NY,USA,AVP,Wilkes-Barre,USA,42.7483,-73.8017,41.3385,-75.7234,342
ALB,Albany (US) NY,USA,ELM,Elmira/Corning,USA,42.7483,-73.8017,42.1599,-76.8916,608
EWR,New York,USA,BWI,Baltimore,USA,40.6925,-74.1686,39.1753,-76.6683,6292
EWR,New York,USA,GSO,Greensboro/High Point,USA,40.6925,-74.1686,36.0978,-79.9373,7650
CLE,Cleveland,USA,CLT,Charlotte,USA,41.4117,-81.8498,35.214,-80.9431,8190
CLE,Cleveland,USA,CRW,Charleston (US) WV,USA,41.4117,-81.8498,38.3731,-81.5932,1615
ABE,Allentown/Bethlehem/Easton,USA,AVP,Wilkes-Barre,USA,40.6521,-75.4408,41.3385,-75.7234,266
CLE,Cleveland,USA,MDT,Harrisburg,USA,41.4117,-81.8498,40.1935,-76.7634,3176
CLE,Cleveland,USA,MSY,New Orleans,USA,41.4117,-81.8498,29.9934,-90.258,2850
CLE,Cleveland,USA,PWM,Portland (US) ME,USA,41.4117,-81.8498,43.6462,-70.3093,1750
CLT,Charlotte,USA,EWR,New York,USA,35.214,-80.9431,40.6925,-74.1686,39424
CMH,Columbus (US) OH,USA,CLE,Cleveland,USA,39.998,-82.8919,41.4117,-81.8498,5085
CMH,Columbus (US) OH,USA,EWR,New York,USA,39.998,-82.8919,40.6925,-74.1686,10680
CLE,Cleveland,USA,DTW,Detroit,USA,41.4117,-81.8498,42.2125,-83.3533,25489
CLE,Cleveland,USA,IND,Indianapolis,USA,41.4117,-81.8498,39.7173,-86.2944,6247
CLE,Cleveland,USA,LEX,Lexington,USA,41.4117,-81.8498,38.0365,-84.6059,1934
CLE,Cleveland,USA,SDF,Louisville,USA,41.4117,-81.8498,38.1744,-85.736,4988
CRP,Corpus Christi,USA,IAH,Houston,USA,27.7704,-97.5012,29.9844,-95.3414,13320
DCA,Washington,USA,EWR,New York,USA,38.8522,-77.0378,40.6925,-74.1686,18249
CLE,Cleveland,USA,LAX,Los Angeles,USA,41.4117,-81.8498,33.9425,-118.408,12958
CLE,Cleveland,USA,RIC,Richmond (US),USA,41.4117,-81.8498,37.5052,-77.3197,4024
AVP,Wilkes-Barre,USA,ALB,Albany (US) NY,USA,41.3385,-75.7234,42.7483,-73.8017,342
EWR,New York,USA,MYR,Myrtle Beach,USA,40.6925,-74.1686,33.6797,-78.9283,4346
EWR,New York,USA,PHX,Phoenix,USA,40.6925,-74.1686,33.4343,-112.012,31589
CLE,Cleveland,USA,GRR,Grand Rapids (US) MI,USA,41.4117,-81.8498,42.8808,-85.5228,5059
CLE,Cleveland,USA,LAN,Lansing,USA,41.4117,-81.8498,42.7787,-84.5874,2033
CLE,Cleveland,USA,SYR,Syracuse,USA,41.4117,-81.8498,43.1112,-76.1063,4161
CLT,Charlotte,USA,CLE,Cleveland,USA,35.214,-80.9431,41.4117,-81.8498,8190
EWR,New York,USA,SRQ,Sarasota/Bradenton,USA,40.6925,-74.1686,27.3954,-82.5544,3875
GPT,Gulfport/Biloxi,USA,IAH,Houston,USA,30.4073,-89.0701,29.9844,-95.3414,8924
AEX,Alexandria (US),USA,IAH,Houston,USA,31.3274,-92.5498,29.9844,-95.3414,6749
AVP,Wilkes-Barre,USA,ABE,Allentown/Bethlehem/Easton,USA,41.3385,-75.7234,40.6521,-75.4408,304
CVG,Cincinnati,USA,CLE,Cleveland,USA,39.0488,-84.6678,41.4117,-81.8498,22346
DAY,Dayton,USA,EWR,New York,USA,39.9024,-84.2194,40.6925,-74.1686,3317
DTW,Detroit,USA,CLE,Cleveland,USA,42.2125,-83.3533,41.4117,-81.8498,25504
EWR,New York,USA,CHS,Charleston (US) SC,USA,40.6925,-74.1686,32.8986,-80.0405,4727
EWR,New York,USA,DCA,Washington,USA,40.6925,-74.1686,38.8522,-77.0378,18049
EWR,New York,USA,FLL,Fort Lauderdale,USA,40.6925,-74.1686,26.0726,-80.1527,37627
EWR,New York,USA,GRR,Grand Rapids (US) MI,USA,40.6925,-74.1686,42.8808,-85.5228,2450
CLE,Cleveland,USA,TYS,Knoxville,USA,41.4117,-81.8498,35.811,-83.994,1865
DAL,Dallas/Fort Worth,USA,IAH,Houston,USA,32.8471,-96.8518,29.9844,-95.3414,30819
CLE,Cleveland,USA,FLL,Fort Lauderdale,USA,41.4117,-81.8498,26.0726,-80.1527,8383
CLE,Cleveland,USA,JFK,New York,USA,41.4117,-81.8498,40.6397,-73.7789,2123
CLE,Cleveland,USA,MCO,Orlando,USA,41.4117,-81.8498,28.4294,-81.309,11863
GSO,Greensboro/High Point,USA,EWR,New York,USA,36.0978,-79.9373,40.6925,-74.1686,7650
GUC,Gunnison,USA,IAH,Houston,USA,38.5339,-106.933,29.9844,-95.3414,1550
HPN,Westchester County,USA,ALB,Albany (US) NY,USA,41.067,-73.7076,42.7483,-73.8017,1102
CRW,Charleston (US) WV,USA,CLE,Cleveland,USA,38.3731,-81.5932,41.4117,-81.8498,1615
CRW,Charleston (US) WV,USA,IAH,Houston,USA,38.3731,-81.5932,29.9844,-95.3414,2109
DCA,Washington,USA,IAH,Houston,USA,38.8522,-77.0378,29.9844,-95.3414,25036
CLE,Cleveland,USA,PIT,Pittsburgh,USA,41.4117,-81.8498,40.4915,-80.2329,7277
CLE,Cleveland,USA,PVD,Providence,USA,41.4117,-81.8498,41.7326,-71.4204,5285
EWR,New York,USA,ANC,Anchorage,USA,40.6925,-74.1686,61.1744,-149.996,5673
BHM,Birmingham (US),USA,IAH,Houston,USA,33.5629,-86.7535,29.9844,-95.3414,8638
BNA,Nashville,USA,IAH,Houston,USA,36.1245,-86.6782,29.9844,-95.3414,10676
BTV,Burlington (US) VT,USA,EWR,New York,USA,44.4719,-73.1533,40.6925,-74.1686,5846
CAE,Columbia (US) SC,USA,EWR,New York,USA,33.9388,-81.1195,40.6925,-74.1686,3700
EWR,New York,USA,BNA,Nashville,USA,40.6925,-74.1686,36.1245,-86.6782,7154
EWR,New York,USA,CLT,Charlotte,USA,40.6925,-74.1686,35.214,-80.9431,38686
EWR,New York,USA,CMH,Columbus (US) OH,USA,40.6925,-74.1686,39.998,-82.8919,10532
EWR,New York,USA,CVG,Cincinnati,USA,40.6925,-74.1686,39.0488,-84.6678,21856
EWR,New York,USA,DAY,Dayton,USA,40.6925,-74.1686,39.9024,-84.2194,3226
EWR,New York,USA,AGS,Augusta (US) GA,USA,40.6925,-74.1686,33.3699,-81.9645,2372
EWR,New York,USA,AUS,Austin,USA,40.6925,-74.1686,30.1945,-97.6699,5928
EWR,New York,USA,IAD,Washington,USA,40.6925,-74.1686,38.9445,-77.4558,15901
EWR,New York,USA,JAX,Jacksonville (US) FL,USA,40.6925,-74.1686,30.4941,-81.6879,11342
EWR,New York,USA,LAS,Las Vegas,USA,40.6925,-74.1686,36.0801,-115.152,40889
EWR,New York,USA,IAH,Houston,USA,40.6925,-74.1686,29.9844,-95.3414,43739
EWR,New York,USA,MSP,Minneapolis/St Paul,USA,40.6925,-74.1686,44.882,-93.2218,40153
EWR,New York,USA,RIC,Richmond (US),USA,40.6925,-74.1686,37.5052,-77.3197,6993
DSM,Des Moines,USA,EWR,New York,USA,41.534,-93.6631,40.6925,-74.1686,2637
EWR,New York,USA,ACK,Nantucket,USA,40.6925,-74.1686,41.2531,-70.0602,3560
CVG,Cincinnati,USA,EWR,New York,USA,39.0488,-84.6678,40.6925,-74.1686,21701
DEN,Denver,USA,EWR,New York,USA,39.8617,-104.673,40.6925,-74.1686,38401
ELM,Elmira/Corning,USA,ALB,Albany (US) NY,USA,42.1599,-76.8916,42.7483,-73.8017,646
IAH,Houston,USA,ATL,Atlanta,USA,29.9844,-95.3414,33.6367,-84.4281,55747
IAH,Houston,USA,AUS,Austin,USA,29.9844,-95.3414,30.1945,-97.6699,40916
IAH,Houston,USA,BHM,Birmingham (US),USA,29.9844,-95.3414,33.5629,-86.7535,8586
IAH,Houston,USA,CLT,Charlotte,USA,29.9844,-95.3414,35.214,-80.9431,22155
IAH,Houston,USA,CVG,Cincinnati,USA,29.9844,-95.3414,39.0488,-84.6678,11097
CLE,Cleveland,USA,MHT,Manchester (US),USA,41.4117,-81.8498,42.9326,-71.4357,5287
EWR,New York,USA,IND,Indianapolis,USA,40.6925,-74.1686,39.7173,-86.2944,8924
EWR,New York,USA,MCO,Orlando,USA,40.6925,-74.1686,28.4294,-81.309,53442
EWR,New York,USA,MKE,Milwaukee,USA,40.6925,-74.1686,42.9472,-87.8966,11889
EWR,New York,USA,ORF,Norfolk,USA,40.6925,-74.1686,36.8946,-76.2012,7561
EWR,New York,USA,SFO,San Francisco,USA,40.6925,-74.1686,37.619,-122.375,40194
CLE,Cleveland,USA,DAY,Dayton,USA,41.4117,-81.8498,39.9024,-84.2194,4252
EWR,New York,USA,PBI,West Palm Beach,USA,40.6925,-74.1686,26.6832,-80.0956,20099
CLE,Cleveland,USA,MSP,Minneapolis/St Paul,USA,41.4117,-81.8498,44.882,-93.2218,24843
CLE,Cleveland,USA,SAT,San Antonio,USA,41.4117,-81.8498,29.5337,-98.4698,2900
CLL,College Station,USA,IAH,Houston,USA,30.5886,-96.3638,29.9844,-95.3414,4333
COS,Colorado Springs,USA,IAH,Houston,USA,38.8058,-104.701,29.9844,-95.3414,9280
CAE,Columbia (US) SC,USA,IAH,Houston,USA,33.9388,-81.1195,29.9844,-95.3414,2837
FLL,Fort Lauderdale,USA,EWR,New York,USA,26.0726,-80.1527,40.6925,-74.1686,37861
EWR,New York,USA,DSM,Des Moines,USA,40.6925,-74.1686,41.534,-93.6631,2299
EWR,New York,USA,OKC,Oklahoma City,USA,40.6925,-74.1686,35.3931,-97.6007,2650
EWR,New York,USA,DEN,Denver,USA,40.6925,-74.1686,39.8617,-104.673,34417
IAH,Houston,USA,DEN,Denver,USA,29.9844,-95.3414,39.8617,-104.673,60128
IAH,Houston,USA,DTW,Detroit,USA,29.9844,-95.3414,42.2125,-83.3533,39235
IAH,Houston,USA,ELP,El Paso,USA,29.9844,-95.3414,31.8072,-106.378,12478
IAH,Houston,USA,GPT,Gulfport/Biloxi,USA,29.9844,-95.3414,30.4073,-89.0701,8924
IAH,Houston,USA,GUC,Gunnison,USA,29.9844,-95.3414,38.5339,-106.933,1550
IAH,Houston,USA,JAC,Jackson (US) WY,USA,29.9844,-95.3414,43.6073,-110.738,4080
EWR,New York,USA,TPA,Tampa,USA,40.6925,-74.1686,27.9755,-82.5332,22299
ALB,Albany (US) NY,USA,BOS,Boston,USA,42.7483,-73.8017,42.3643,-71.0052,2337
ALB,Albany (US) NY,USA,MHT,Manchester (US),USA,42.7483,-73.8017,42.9326,-71.4357,1900
BHM,Birmingham (US),USA,EWR,New York,USA,33.5629,-86.7535,40.6925,-74.1686,2798
BOS,Boston,USA,ALB,Albany (US) NY,USA,42.3643,-71.0052,42.7483,-73.8017,2337
EWR,New York,USA,TYS,Knoxville,USA,40.6925,-74.1686,35.811,-83.994,2800
FLL,Fort Lauderdale,USA,IAH,Houston,USA,26.0726,-80.1527,29.9844,-95.3414,25716
EWR,New York,USA,PIT,Pittsburgh,USA,40.6925,-74.1686,40.4915,-80.2329,30118
IAH,Houston,USA,LAX,Los Angeles,USA,29.9844,-95.3414,33.9425,-118.408,53921
IAH,Houston,USA,LCH,Lake Charles,USA,29.9844,-95.3414,30.1261,-93.2233,7224
IAH,Houston,USA,LGA,New York,USA,29.9844,-95.3414,40.775,-73.875,28595
IAH,Houston,USA,MCO,Orlando,USA,29.9844,-95.3414,28.4294,-81.309,34711
DAY,Dayton,USA,CLE,Cleveland,USA,39.9024,-84.2194,41.4117,-81.8498,4161
FNT,Flint,USA,CLE,Cleveland,USA,42.9654,-83.7436,41.4117,-81.8498,1653
GRR,Grand Rapids (US) MI,USA,EWR,New York,USA,42.8808,-85.5228,40.6925,-74.1686,2450
EWR,New York,USA,PWM,Portland (US) ME,USA,40.6925,-74.1686,43.6462,-70.3093,7364
GRR,Grand Rapids (US) MI,USA,CLE,Cleveland,USA,42.8808,-85.5228,41.4117,-81.8498,5059
IAD,Washington,USA,EWR,New York,USA,38.9445,-77.4558,40.6925,-74.1686,15685
IAD,Washington,USA,IAH,Houston,USA,38.9445,-77.4558,29.9844,-95.3414,7760
GSO,Greensboro/High Point,USA,IAH,Houston,USA,36.0978,-79.9373,29.9844,-95.3414,3050
GSP,Greenville (US) SC,USA,IAH,Houston,USA,34.8957,-82.2189,29.9844,-95.3414,2850
ANC,Anchorage,USA,IAH,Houston,USA,61.1744,-149.996,29.9844,-95.3414,5673
BDL,Hartford,USA,EWR,New York,USA,41.9392,-72.6833,40.6925,-74.1686,5987
EWR,New York,USA,BTV,Burlington (US) VT,USA,40.6925,-74.1686,44.4719,-73.1533,5846
EWR,New York,USA,CAE,Columbia (US) SC,USA,40.6925,-74.1686,33.9388,-81.1195,3687
IAH,Houston,USA,OAK,Oakland,USA,29.9844,-95.3414,37.7213,-122.221,14057
IAH,Houston,USA,PHL,Philadelphia,USA,29.9844,-95.3414,39.8719,-75.2411,27118
IAH,Houston,USA,PIT,Pittsburgh,USA,29.9844,-95.3414,40.4915,-80.2329,19519
DSM,Des Moines,USA,IAH,Houston,USA,41.534,-93.6631,29.9844,-95.3414,2447
HPN,Westchester County,USA,CLE,Cleveland,USA,41.067,-73.7076,41.4117,-81.8498,3915
IAH,Houston,USA,AGS,Augusta (US) GA,USA,29.9844,-95.3414,33.3699,-81.9645,2725
EWR,New York,USA,PDX,Portland (US) OR,USA,40.6925,-74.1686,45.5887,-122.598,8339
IAH,Houston,USA,ABQ,Albuquerque,USA,29.9844,-95.3414,35.0402,-106.609,16672
IAH,Houston,USA,BWI,Baltimore,USA,29.9844,-95.3414,39.1753,-76.6683,26046
IAH,Houston,USA,SAN,San Diego,USA,29.9844,-95.3414,32.7336,-117.19,23742
IAH,Houston,USA,SLC,Salt Lake City,USA,29.9844,-95.3414,40.7884,-111.978,20797
EWR,New York,USA,RSW,Fort Myers,USA,40.6925,-74.1686,26.5362,-81.7552,8445
AVL,Asheville,USA,EWR,New York,USA,35.4362,-82.5418,40.6925,-74.1686,2946
AVL,Asheville,USA,IAH,Houston,USA,35.4362,-82.5418,29.9844,-95.3414,1110
BDL,Hartford,USA,IAH,Houston,USA,41.9392,-72.6833,29.9844,-95.3414,3224
BUF,Buffalo,USA,EWR,New York,USA,42.9405,-78.7322,40.6925,-74.1686,9425
HPN,Westchester County,USA,BTV,Burlington (US) VT,USA,41.067,-73.7076,44.4719,-73.1533,224
HRL,Harlingen,USA,IAH,Houston,USA,26.2285,-97.6544,29.9844,-95.3414,6200
IAH,Houston,USA,BTR,Baton Rouge,USA,29.9844,-95.3414,30.5332,-91.1496,9735
IAH,Houston,USA,BPT,Beaumont,USA,29.9844,-95.3414,29.9508,-94.0207,6411
IAH,Houston,USA,CLE,Cleveland,USA,29.9844,-95.3414,41.4117,-81.8498,23849
IAH,Houston,USA,CRW,Charleston (US) WV,USA,29.9844,-95.3414,38.3731,-81.5932,2109
IAH,Houston,USA,BOS,Boston,USA,29.9844,-95.3414,42.3643,-71.0052,18846
BRO,Brownsville,USA,IAH,Houston,USA,25.9068,-97.4259,29.9844,-95.3414,7700
CLE,Cleveland,USA,SFO,San Francisco,USA,41.4117,-81.8498,37.619,-122.375,6169
EWR,New York,USA,ROC,Rochester (US) NY,USA,40.6925,-74.1686,43.1189,-77.6724,7324
EWR,New York,USA,SDF,Louisville,USA,40.6925,-74.1686,38.1744,-85.736,4185
EWR,New York,USA,SLC,Salt Lake City,USA,40.6925,-74.1686,40.7884,-111.978,13312
EWR,New York,USA,SNA,Santa Ana,USA,40.6925,-74.1686,33.6757,-117.868,9917
JAC,Jackson (US) WY,USA,IAH,Houston,USA,43.6073,-110.738,29.9844,-95.3414,4080
LAX,Los Angeles,USA,IAH,Houston,USA,33.9425,-118.408,29.9844,-95.3414,52840
LCH,Lake Charles,USA,IAH,Houston,USA,30.1261,-93.2233,29.9844,-95.3414,7224
LGA,New York,USA,IAH,Houston,USA,40.775,-73.875,29.9844,-95.3414,28595
IAH,Houston,USA,CHS,Charleston (US) SC,USA,29.9844,-95.3414,32.8986,-80.0405,3500
IAH,Houston,USA,CRP,Corpus Christi,USA,29.9844,-95.3414,27.7704,-97.5012,13320
IAH,Houston,USA,EWR,New York,USA,29.9844,-95.3414,40.6925,-74.1686,44362
IAH,Houston,USA,LAS,Las Vegas,USA,29.9844,-95.3414,36.0801,-115.152,36703
FLL,Fort Lauderdale,USA,CLE,Cleveland,USA,26.0726,-80.1527,41.4117,-81.8498,8383
CLE,Cleveland,USA,ELM,Elmira/Corning,USA,41.4117,-81.8498,42.1599,-76.8916,950
CLE,Cleveland,USA,IAD,Washington,USA,41.4117,-81.8498,38.9445,-77.4558,9193
EWR,New York,USA,MHT,Manchester (US),USA,40.6925,-74.1686,42.9326,-71.4357,7620
IAH,Houston,USA,DCA,Washington,USA,29.9844,-95.3414,38.8522,-77.0378,25216
IAH,Houston,USA,IAD,Washington,USA,29.9844,-95.3414,38.9445,-77.4558,7760
IAH,Houston,USA,DAL,Dallas/Fort Worth,USA,29.9844,-95.3414,32.8471,-96.8518,30819
IAH,Houston,USA,HRL,Harlingen,USA,29.9844,-95.3414,26.2285,-97.6544,6200
CLE,Cleveland,USA,EWR,New York,USA,41.4117,-81.8498,40.6925,-74.1686,21872
CLE,Cleveland,USA,MBS,Saginaw,USA,41.4117,-81.8498,43.5329,-84.0796,1653
EWR,New York,USA,GSP,Greenville (US) SC,USA,40.6925,-74.1686,34.8957,-82.2189,3841
EWR,New York,USA,OMA,Omaha,USA,40.6925,-74.1686,41.3032,-95.8941,2850
DAY,Dayton,USA,IAH,Houston,USA,39.9024,-84.2194,29.9844,-95.3414,2850
IAH,Houston,USA,LFT,Lafayette,USA,29.9844,-95.3414,30.2053,-91.9876,13018
IAH,Houston,USA,LIT,Little Rock,USA,29.9844,-95.3414,34.7294,-92.2243,7100
IAH,Houston,USA,ICT,Wichita,USA,29.9844,-95.3414,37.6499,-97.4331,4187
IAH,Houston,USA,JAN,Jackson (US) MS,USA,29.9844,-95.3414,32.3112,-90.0759,5524
MCO,Orlando,USA,IAH,Houston,USA,28.4294,-81.309,29.9844,-95.3414,34711
IAH,Houston,USA,LRD,Laredo,USA,29.9844,-95.3414,27.5438,-99.4616,3862
IAH,Houston,USA,MSP,Minneapolis/St Paul,USA,29.9844,-95.3414,44.882,-93.2218,37020
ATL,Atlanta,USA,CLE,Cleveland,USA,33.6367,-84.4281,41.4117,-81.8498,29683
ATL,Atlanta,USA,EWR,New York,USA,33.6367,-84.4281,40.6925,-74.1686,97346
IAH,Houston,USA,PNS,Pensacola,USA,29.9844,-95.3414,30.4734,-87.1866,8520
IAH,Houston,USA,RSW,Fort Myers,USA,29.9844,-95.3414,26.5362,-81.7552,6677
IAH,Houston,USA,SAT,San Antonio,USA,29.9844,-95.3414,29.5337,-98.4698,41914
IAH,Houston,USA,SFO,San Francisco,USA,29.9844,-95.3414,37.619,-122.375,34213
CLE,Cleveland,USA,PHX,Phoenix,USA,41.4117,-81.8498,33.4343,-112.012,20026
EWR,New York,USA,SAN,San Diego,USA,40.6925,-74.1686,32.7336,-117.19,14768
EWR,New York,USA,SAV,Savannah,USA,40.6925,-74.1686,32.1276,-81.2021,3396
IAH,Houston,USA,GSO,Greensboro/High Point,USA,29.9844,-95.3414,36.0978,-79.9373,3050
IAH,Houston,USA,GSP,Greenville (US) SC,USA,29.9844,-95.3414,34.8957,-82.2189,2850
IAH,Houston,USA,MFE,Mcallen,USA,29.9844,-95.3414,26.1758,-98.2386,21966
EWR,New York,USA,PHL,Philadelphia,USA,40.6925,-74.1686,39.8719,-75.2411,3616
IAH,Houston,USA,MLU,Monroe,USA,29.9844,-95.3414,32.5109,-92.0377,3298
IAH,Houston,USA,OMA,Omaha,USA,29.9844,-95.3414,41.3032,-95.8941,9744
CLE,Cleveland,USA,SAN,San Diego,USA,41.4117,-81.8498,32.7336,-117.19,3844
EWR,New York,USA,BHM,Birmingham (US),USA,40.6925,-74.1686,33.5629,-86.7535,2850
IAH,Houston,USA,MSY,New Orleans,USA,29.9844,-95.3414,29.9934,-90.258,47947
IAH,Houston,USA,PBI,West Palm Beach,USA,29.9844,-95.3414,26.6832,-80.0956,9034
IAH,Houston,USA,AEX,Alexandria (US),USA,29.9844,-95.3414,31.3274,-92.5498,6749
IAH,Houston,USA,BNA,Nashville,USA,29.9844,-95.3414,36.1245,-86.6782,10676
MKE,Milwaukee,USA,CLE,Cleveland,USA,42.9472,-87.8966,41.4117,-81.8498,9635
MYR,Myrtle Beach,USA,EWR,New York,USA,33.6797,-78.9283,40.6925,-74.1686,4346
OAK,Oakland,USA,IAH,Houston,USA,37.7213,-122.221,29.9844,-95.3414,14057
IAH,Houston,USA,PHX,Phoenix,USA,29.9844,-95.3414,33.4343,-112.012,47104
BWI,Baltimore,USA,LGA,New York,USA,39.1753,-76.6683,40.775,-73.875,5372
