Source,Source City,Source Country,Target,Target City,Target Country,Weight
FRA,Frankfurt,Germany,JNB,Johannesburg,South Africa,12400
FRA,Frankfurt,Germany,LAX,Los Angeles,USA,24800
CDG,Paris,France,MUC,Munich,Germany,3120
CPH,Copenhagen,Denmark,MUC,Munich,Germany,1330
CPH,Copenhagen,Denmark,TXL,Berlin,Germany,1748
FRA,Frankfurt,Germany,MXP,Milan,Italy,320
FRA,Frankfurt,Germany,NUE,Nuremberg,Germany,15372
MUC,Munich,Germany,SFO,San Francisco,USA,7440
STR,Stuttgart,Germany,BRU,Brussels,Belgium,1400
THR,Tehran,Iran Islamic Republic of,FRA,Frankfurt,Germany,7440
TRN,Turin,Italy,MUC,Munich,Germany,4650
HAM,Hamburg,Germany,MXP,Milan,Italy,3300
HAM,Hamburg,Germany,VIE,Vienna,Austria,650
HEL,Helsinki,Finland,FRA,Frankfurt,Germany,9648
IST,Istanbul,Turkey,FRA,Frankfurt,Germany,13248
ADD,Addis Ababa,Ethiopia,FRA,Frankfurt,Germany,3204
AMM,Amman,Jordan,FRA,Frankfurt,Germany,3168
PAD,Paderborn/Lippstadt,Germany,MUC,Munich,Germany,5152
RUH,Riyadh,Saudi Arabia,CAI,Cairo,Egypt,3360
SOF,Sofia,Bulgaria,FRA,Frankfurt,Germany,3660
FRA,Frankfurt,Germany,CPH,Copenhagen,Denmark,8496
FRA,Frankfurt,Germany,DRS,Dresden,Germany,11956
FRA,Frankfurt,Germany,GVA,Geneva,Switzerland,70
FRA,Frankfurt,Germany,HAM,Hamburg,Germany,28080
FRA,Frankfurt,Germany,HAM,Hamburg,Germany,26500
FRA,Frankfurt,Germany,HEL,Helsinki,Finland,6832
FRA,Frankfurt,Germany,HKG,Hong Kong,China,7440
FRA,Frankfurt,Germany,LED,St Petersburg,Russian Federation,2000
ARN,Stockholm,Sweden,DUS,Duesseldorf,Germany,1890
ARN,Stockholm,Sweden,FRA,Frankfurt,Germany,13950
BRN,Berne,Switzerland,MUC,Munich,Germany,3850
FRA,Frankfurt,Germany,LYS,Lyon,France,640
FRA,Frankfurt,Germany,MAA,Chennai,India,10800
FRA,Frankfurt,Germany,SFO,San Francisco,USA,12400
DTM,Dortmund,Germany,MUC,Munich,Germany,5474
DUB,Dublin,Ireland Republic of,FRA,Frankfurt,Germany,4148
DUS,Duesseldorf,Germany,KTW,Katowice,Poland,1150
DUS,Duesseldorf,Germany,LHR,London (GB),UK,576
FRA,Frankfurt,Germany,STR,Stuttgart,Germany,250
FRA,Frankfurt,Germany,TLS,Toulouse,France,122
TXL,Berlin,Germany,MUC,Munich,Germany,2800
TXL,Berlin,Germany,MUC,Munich,Germany,18788
BKK,Bangkok,Thailand,MNL,Manila,Philippines,12400
BOS,Boston,USA,FRA,Frankfurt,Germany,7440
BRU,Brussels,Belgium,FRA,Frankfurt,Germany,7564
STR,Stuttgart,Germany,TRN,Turin,Italy,2346
STR,Stuttgart,Germany,VIE,Vienna,Austria,750
TLV,Tel Aviv-yafo,Israel,FRA,Frankfurt,Germany,12400
TRN,Turin,Italy,STR,Stuttgart,Germany,2346
TUN,Tunis,Tunisia,FRA,Frankfurt,Germany,3782
FRA,Frankfurt,Germany,IAH,Houston,USA,7440
FRA,Frankfurt,Germany,KTW,Katowice,Poland,4880
FRA,Frankfurt,Germany,LEJ,Leipzig/Halle,Germany,3200
FRA,Frankfurt,Germany,LIN,Milan,Italy,4032
FRA,Frankfurt,Germany,MRS,Marseille,France,244
FRA,Frankfurt,Germany,NUE,Nuremberg,Germany,4464
FRA,Frankfurt,Germany,ORD,Chicago,USA,7440
OTP,Bucharest,Romania,FRA,Frankfurt,Germany,2016
SFO,San Francisco,USA,MUC,Munich,Germany,7440
BRU,Brussels,Belgium,TXL,Berlin,Germany,3200
CDG,Paris,France,STR,Stuttgart,Germany,80
ZRH,Zurich,Switzerland,MUC,Munich,Germany,420
FRA,Frankfurt,Germany,VIE,Vienna,Austria,750
DUS,Duesseldorf,Germany,MXP,Milan,Italy,4000
FRA,Frankfurt,Germany,ADD,Addis Ababa,Ethiopia,210
GRU,Sao Paulo,Brazil,EZE,Buenos Aires,Argentina,7200
GVA,Geneva,Switzerland,FRA,Frankfurt,Germany,5328
MAN,Manchester (GB),UK,DUS,Duesseldorf,Germany,140
MUC,Munich,Germany,BUD,Budapest,Hungary,70
MUC,Munich,Germany,BUD,Budapest,Hungary,3744
CDG,Paris,France,MUC,Munich,Germany,3350
CGN,Cologne/Bonn,Germany,MUC,Munich,Germany,1680
CGN,Cologne/Bonn,Germany,MUC,Munich,Germany,17568
DTM,Dortmund,Germany,MUC,Munich,Germany,1350
TXL,Berlin,Germany,FRA,Frankfurt,Germany,31500
TXL,Berlin,Germany,VIE,Vienna,Austria,6440
VIE,Vienna,Austria,STR,Stuttgart,Germany,750
VIE,Vienna,Austria,TXL,Berlin,Germany,6440
ZRH,Zurich,Switzerland,FRA,Frankfurt,Germany,160
FRA,Frankfurt,Germany,MAN,Manchester (GB),UK,610
FRA,Frankfurt,Germany,MUC,Munich,Germany,6344
FRA,Frankfurt,Germany,ORD,Chicago,USA,12400
FRA,Frankfurt,Germany,PDX,Portland (US) OR,USA,7440
FRA,Frankfurt,Germany,SVX,Yekaterinburg,Russian Federation,2016
FRA,Frankfurt,Germany,TLS,Toulouse,France,480
FRA,Frankfurt,Germany,TRN,Turin,Italy,144
DUS,Duesseldorf,Germany,ARN,Stockholm,Sweden,1890
HAM,Hamburg,Germany,AMS,Amsterdam,Netherlands,3700
HAM,Hamburg,Germany,MAN,Manchester (GB),UK,70
FRA,Frankfurt,Germany,BLQ,Bologna,Italy,5490
FRA,Frankfurt,Germany,CDG,Paris,France,80
FRA,Frankfurt,Germany,CDG,Paris,France,10500
FRA,Frankfurt,Germany,DUB,Dublin,Ireland Republic of,4148
HAM,Hamburg,Germany,NUE,Nuremberg,Germany,5440
GVA,Geneva,Switzerland,FRA,Frankfurt,Germany,70
VCE,Venice,Italy,FRA,Frankfurt,Germany,250
WAW,Warsaw,Poland,FRA,Frankfurt,Germany,80
GOT,Goteborg,Sweden,MUC,Munich,Germany,2250
GRU,Sao Paulo,Brazil,SCL,Santiago (CL),Chile,5200
HAM,Hamburg,Germany,DUS,Duesseldorf,Germany,22448
DUS,Duesseldorf,Germany,MUC,Munich,Germany,4320
DUS,Duesseldorf,Germany,TXL,Berlin,Germany,160
DUS,Duesseldorf,Germany,ZRH,Zurich,Switzerland,4620
FRA,Frankfurt,Germany,ARN,Stockholm,Sweden,13950
JFK,New York,USA,MUC,Munich,Germany,7440
JNB,Johannesburg,South Africa,FRA,Frankfurt,Germany,12400
KRT,Khartoum,Sudan,CAI,Cairo,Egypt,4320
LAX,Los Angeles,USA,FRA,Frankfurt,Germany,24800
FRA,Frankfurt,Germany,GOT,Goteborg,Sweden,2400
FRA,Frankfurt,Germany,GRZ,Graz,Austria,1920
FRA,Frankfurt,Germany,ICN,Seoul,Korea Republic of,12400
FRA,Frankfurt,Germany,JFK,New York,USA,8277
LHR,London (GB),UK,DUS,Duesseldorf,Germany,12444
LHR,London (GB),UK,MUC,Munich,Germany,2806
MAD,Madrid,Spain,MUC,Munich,Germany,432
MRS,Marseille,France,MUC,Munich,Germany,1120
DUS,Duesseldorf,Germany,FRA,Frankfurt,Germany,500
DUS,Duesseldorf,Germany,LYS,Lyon,France,2450
DUS,Duesseldorf,Germany,MAD,Madrid,Spain,1750
DUS,Duesseldorf,Germany,MUC,Munich,Germany,50
FCO,Rome (IT),Italy,MUC,Munich,Germany,1800
FRA,Frankfurt,Germany,ADD,Addis Ababa,Ethiopia,3204
FRA,Frankfurt,Germany,AMM,Amman,Jordan,3168
MUC,Munich,Germany,NCE,Nice,France,80
MUC,Munich,Germany,NUE,Nuremberg,Germany,4278
MUC,Munich,Germany,OSL,Oslo,Norway,7564
HAM,Hamburg,Germany,FRA,Frankfurt,Germany,29232
HAM,Hamburg,Germany,FRA,Frankfurt,Germany,27250
ARN,Stockholm,Sweden,HAM,Hamburg,Germany,1750
BCN,Barcelona (ES),Spain,FRA,Frankfurt,Germany,4148
HEL,Helsinki,Finland,FRA,Frankfurt,Germany,6832
HKG,Hong Kong,China,FRA,Frankfurt,Germany,7200
JED,Jeddah,Saudi Arabia,ASM,Asmara,Eritrea,267
LED,St Petersburg,Russian Federation,FRA,Frankfurt,Germany,2000
LHR,London (GB),UK,DUS,Duesseldorf,Germany,200
LHR,London (GB),UK,STR,Stuttgart,Germany,7440
LIN,Milan,Italy,TXL,Berlin,Germany,1550
LYS,Lyon,France,FRA,Frankfurt,Germany,640
MAA,Chennai,India,FRA,Frankfurt,Germany,10400
MAD,Madrid,Spain,MUC,Munich,Germany,1360
MAN,Manchester (GB),UK,HAM,Hamburg,Germany,70
FRA,Frankfurt,Germany,LEJ,Leipzig/Halle,Germany,6222
FRA,Frankfurt,Germany,PRG,Prague,Czech Republic,10512
FRA,Frankfurt,Germany,RIX,Riga,Latvia,2562
MUC,Munich,Germany,BCN,Barcelona (ES),Spain,6344
MUC,Munich,Germany,BRU,Brussels,Belgium,8750
MUC,Munich,Germany,BUD,Budapest,Hungary,7450
MUC,Munich,Germany,DRS,Dresden,Germany,3010
MUC,Munich,Germany,DUS,Duesseldorf,Germany,14640
HOQ,Hof,Germany,MUC,Munich,Germany,200
IAH,Houston,USA,FRA,Frankfurt,Germany,7440
KTW,Katowice,Poland,FRA,Frankfurt,Germany,4880
MUC,Munich,Germany,SOF,Sofia,Bulgaria,50
MUC,Munich,Germany,WRO,Wroclaw,Poland,1242
FRA,Frankfurt,Germany,BOS,Boston,USA,7440
FRA,Frankfurt,Germany,BRU,Brussels,Belgium,7564
FRA,Frankfurt,Germany,SVG,Stavanger,Norway,4340
FRA,Frankfurt,Germany,VCE,Venice,Italy,17136
GOT,Goteborg,Sweden,FRA,Frankfurt,Germany,2400
BOS,Boston,USA,FRA,Frankfurt,Germany,8277
BOS,Boston,USA,MUC,Munich,Germany,6240
LIS,Lisbon,Portugal,MUC,Munich,Germany,6768
FRA,Frankfurt,Germany,GOT,Goteborg,Sweden,7442
FRA,Frankfurt,Germany,HAJ,Hanover,Germany,15128
MXP,Milan,Italy,HAM,Hamburg,Germany,3300
NCE,Nice,France,FRA,Frankfurt,Germany,5328
NCE,Nice,France,MUC,Munich,Germany,80
NUE,Nuremberg,Germany,MUC,Munich,Germany,4278
OSL,Oslo,Norway,MUC,Munich,Germany,7564
LEJ,Leipzig/Halle,Germany,FRA,Frankfurt,Germany,3200
LHR,London (GB),UK,CGN,Cologne/Bonn,Germany,4650
LIN,Milan,Italy,FRA,Frankfurt,Germany,4032
LOS,Lagos,Nigeria,ABV,Abuja,Nigeria,1920
MAN,Manchester (GB),UK,DUS,Duesseldorf,Germany,3950
MAN,Manchester (GB),UK,FRA,Frankfurt,Germany,610
FRA,Frankfurt,Germany,DUS,Duesseldorf,Germany,500
FRA,Frankfurt,Germany,HAM,Hamburg,Germany,1760
FRA,Frankfurt,Germany,LIS,Lisbon,Portugal,8496
CAI,Cairo,Egypt,FRA,Frankfurt,Germany,4539
CDG,Paris,France,CGN,Cologne/Bonn,Germany,2700
CDG,Paris,France,MUC,Munich,Germany,4026
CGN,Cologne/Bonn,Germany,CDG,Paris,France,2700
CGN,Cologne/Bonn,Germany,FRA,Frankfurt,Germany,200
MUC,Munich,Germany,LHR,London (GB),UK,2806
MUC,Munich,Germany,MAD,Madrid,Spain,432
MUC,Munich,Germany,MRS,Marseille,France,1120
GRZ,Graz,Austria,FRA,Frankfurt,Germany,1920
HAJ,Hanover,Germany,STR,Stuttgart,Germany,5865
HAM,Hamburg,Germany,BCN,Barcelona (ES),Spain,1550
MRS,Marseille,France,FRA,Frankfurt,Germany,244
MUC,Munich,Germany,ADB,Izmir,Turkey,4464
MUC,Munich,Germany,ARN,Stockholm,Sweden,240
MUC,Munich,Germany,BCN,Barcelona (ES),Spain,4640
MUC,Munich,Germany,BRE,Bremen,Germany,1700
HAM,Hamburg,Germany,CDG,Paris,France,2900
HAM,Hamburg,Germany,MUC,Munich,Germany,10736
ICN,Seoul,Korea Republic of,FRA,Frankfurt,Germany,12400
JED,Jeddah,Saudi Arabia,ASM,Asmara,Eritrea,2520
JFK,New York,USA,FRA,Frankfurt,Germany,8277
KTW,Katowice,Poland,DUS,Duesseldorf,Germany,1150
MUC,Munich,Germany,JFK,New York,USA,7440
FRA,Frankfurt,Germany,LIN,Milan,Italy,80
FRA,Frankfurt,Germany,LIN,Milan,Italy,4026
FRA,Frankfurt,Germany,MAD,Madrid,Spain,8928
MUC,Munich,Germany,MAD,Madrid,Spain,1360
MUC,Munich,Germany,NCE,Nice,France,5740
MUC,Munich,Germany,VIE,Vienna,Austria,576
SOF,Sofia,Bulgaria,MUC,Munich,Germany,50
MUC,Munich,Germany,AMS,Amsterdam,Netherlands,1960
MUC,Munich,Germany,BRE,Bremen,Germany,2928
STR,Stuttgart,Germany,BUD,Budapest,Hungary,322
FRA,Frankfurt,Germany,LIS,Lisbon,Portugal,8500
FRA,Frankfurt,Germany,NUE,Nuremberg,Germany,640
FRA,Frankfurt,Germany,PAD,Paderborn/Lippstadt,Germany,5704
DUS,Duesseldorf,Germany,LEJ,Leipzig/Halle,Germany,200
MUC,Munich,Germany,OTP,Bucharest,Romania,1872
MUC,Munich,Germany,CGN,Cologne/Bonn,Germany,1426
MUC,Munich,Germany,GOT,Goteborg,Sweden,2200
LEJ,Leipzig/Halle,Germany,FRA,Frankfurt,Germany,6222
LHR,London (GB),UK,DUS,Duesseldorf,Germany,576
LOS,Lagos,Nigeria,ACC,Accra,Ghana,5520
MUC,Munich,Germany,LIS,Lisbon,Portugal,6768
MUC,Munich,Germany,MXP,Milan,Italy,4700
MUC,Munich,Germany,CTA,Catania,Italy,1152
MUC,Munich,Germany,FRA,Frankfurt,Germany,7076
NCE,Nice,France,MUC,Munich,Germany,5740
ORD,Chicago,USA,DUS,Duesseldorf,Germany,3744
FRA,Frankfurt,Germany,STR,Stuttgart,Germany,2400
FRA,Frankfurt,Germany,VNO,Vilnius,Lithuania,3416
VCE,Venice,Italy,FRA,Frankfurt,Germany,488
VIE,Vienna,Austria,HAM,Hamburg,Germany,650
WRO,Wroclaw,Poland,MUC,Munich,Germany,1242
FRA,Frankfurt,Germany,TRN,Turin,Italy,1680
FRA,Frankfurt,Germany,TXL,Berlin,Germany,4270
FRA,Frankfurt,Germany,VIE,Vienna,Austria,11808
FRA,Frankfurt,Germany,ZRH,Zurich,Switzerland,1470
GRZ,Graz,Austria,MUC,Munich,Germany,4050
MUC,Munich,Germany,WAW,Warsaw,Poland,3290
MUC,Munich,Germany,ZRH,Zurich,Switzerland,80
MUC,Munich,Germany,ZRH,Zurich,Switzerland,122
MXP,Milan,Italy,FRA,Frankfurt,Germany,320
DUS,Duesseldorf,Germany,MAD,Madrid,Spain,1890
FMO,Muenster/Osnabrueck,Germany,FRA,Frankfurt,Germany,280
FRA,Frankfurt,Germany,BCN,Barcelona (ES),Spain,4148
NUE,Nuremberg,Germany,FRA,Frankfurt,Germany,15372
NUE,Nuremberg,Germany,HAM,Hamburg,Germany,5440
OTP,Bucharest,Romania,MUC,Munich,Germany,1872
MUC,Munich,Germany,BEG,Belgrade,Yugoslavia,7320
MUC,Munich,Germany,BRE,Bremen,Germany,320
MUC,Munich,Germany,BRE,Bremen,Germany,432
MUC,Munich,Germany,CDG,Paris,France,3120
MUC,Munich,Germany,TLS,Toulouse,France,160
MUC,Munich,Germany,VIE,Vienna,Austria,700
SFO,San Francisco,USA,FRA,Frankfurt,Germany,12400
STR,Stuttgart,Germany,LHR,London (GB),UK,7440
MUC,Munich,Germany,HOQ,Hof,Germany,200
MUC,Munich,Germany,MXP,Milan,Italy,3172
FRA,Frankfurt,Germany,YYZ,Toronto,Canada,12400
GOT,Goteborg,Sweden,FRA,Frankfurt,Germany,7442
GVA,Geneva,Switzerland,HAM,Hamburg,Germany,1300
HAJ,Hanover,Germany,FRA,Frankfurt,Germany,14274
HAJ,Hanover,Germany,MUC,Munich,Germany,12528
MUC,Munich,Germany,SOF,Sofia,Bulgaria,4880
MUC,Munich,Germany,TXL,Berlin,Germany,280
MXP,Milan,Italy,MUC,Munich,Germany,3172
GVA,Geneva,Switzerland,MUC,Munich,Germany,7350
HAJ,Hanover,Germany,MUC,Munich,Germany,1750
HAM,Hamburg,Germany,FRA,Frankfurt,Germany,1760
HEL,Helsinki,Finland,MUC,Munich,Germany,2080
FRA,Frankfurt,Germany,BOS,Boston,USA,8277
FRA,Frankfurt,Germany,CAI,Cairo,Egypt,4806
FRA,Frankfurt,Germany,CGN,Cologne/Bonn,Germany,200
STR,Stuttgart,Germany,BCN,Barcelona (ES),Spain,4450
STR,Stuttgart,Germany,FRA,Frankfurt,Germany,250
TLS,Toulouse,France,FRA,Frankfurt,Germany,122
MUC,Munich,Germany,CPH,Copenhagen,Denmark,1330
MUC,Munich,Germany,DTM,Dortmund,Germany,5474
MXP,Milan,Italy,MUC,Munich,Germany,4700
NUE,Nuremberg,Germany,FRA,Frankfurt,Germany,4464
TXL,Berlin,Germany,LIN,Milan,Italy,1550
VIE,Vienna,Austria,FRA,Frankfurt,Germany,750
HAM,Hamburg,Germany,GVA,Geneva,Switzerland,1300
HAM,Hamburg,Germany,NUE,Nuremberg,Germany,184
ORD,Chicago,USA,FRA,Frankfurt,Germany,12400
PDX,Portland (US) OR,USA,FRA,Frankfurt,Germany,7440
KUF,Samara,Russian Federation,KZN,Kazan,Russian Federation,2016
KZN,Kazan,Russian Federation,KUF,Samara,Russian Federation,1872
LHR,London (GB),UK,MUC,Munich,Germany,23328
LHR,London (GB),UK,MUC,Munich,Germany,250
LIS,Lisbon,Portugal,FRA,Frankfurt,Germany,8496
FRA,Frankfurt,Germany,FMO,Muenster/Osnabrueck,Germany,280
FRA,Frankfurt,Germany,LHR,London (GB),UK,9250
FRA,Frankfurt,Germany,MXP,Milan,Italy,10224
MUC,Munich,Germany,HAM,Hamburg,Germany,9516
MUC,Munich,Germany,MXP,Milan,Italy,432
VIE,Vienna,Austria,MUC,Munich,Germany,576
ZRH,Zurich,Switzerland,DUS,Duesseldorf,Germany,2200
ORD,Chicago,USA,FRA,Frankfurt,Germany,7440
SCL,Santiago (CL),Chile,GRU,Sao Paulo,Brazil,5200
LIN,Milan,Italy,FRA,Frankfurt,Germany,80
LIN,Milan,Italy,FRA,Frankfurt,Germany,4026
MAD,Madrid,Spain,FRA,Frankfurt,Germany,8928
SOF,Sofia,Bulgaria,MUC,Munich,Germany,4880
LIS,Lisbon,Portugal,FRA,Frankfurt,Germany,8500
LYS,Lyon,France,DUS,Duesseldorf,Germany,2450
MAD,Madrid,Spain,DUS,Duesseldorf,Germany,1750
MNL,Manila,Philippines,BKK,Bangkok,Thailand,12400
AMS,Amsterdam,Netherlands,FRA,Frankfurt,Germany,14832
ARN,Stockholm,Sweden,MUC,Munich,Germany,9760
ATH,Athens (GR),Greece,FRA,Frankfurt,Germany,21000
WAW,Warsaw,Poland,MUC,Munich,Germany,3290
ZRH,Zurich,Switzerland,MUC,Munich,Germany,80
ZRH,Zurich,Switzerland,MUC,Munich,Germany,122
FRA,Frankfurt,Germany,PHX,Phoenix,USA,7440
FRA,Frankfurt,Germany,TLV,Tel Aviv-yafo,Israel,7440
FRA,Frankfurt,Germany,VNO,Vilnius,Lithuania,432
MUC,Munich,Germany,TLS,Toulouse,France,4500
MXP,Milan,Italy,DUS,Duesseldorf,Germany,4050
MXP,Milan,Italy,MUC,Munich,Germany,432
SVX,Yekaterinburg,Russian Federation,FRA,Frankfurt,Germany,1872
TLS,Toulouse,France,FRA,Frankfurt,Germany,480
TLS,Toulouse,France,MUC,Munich,Germany,160
TRN,Turin,Italy,FRA,Frankfurt,Germany,144
TXL,Berlin,Germany,CDG,Paris,France,488
MUC,Munich,Germany,BRN,Berne,Switzerland,3850
TXL,Berlin,Germany,MUC,Munich,Germany,280
BLQ,Bologna,Italy,FRA,Frankfurt,Germany,350
BOD,Bordeaux,France,MUC,Munich,Germany,210
VIE,Vienna,Austria,MUC,Munich,Germany,700
MUC,Munich,Germany,CDG,Paris,France,3350
MUC,Munich,Germany,CGN,Cologne/Bonn,Germany,1680
MUC,Munich,Germany,CGN,Cologne/Bonn,Germany,17568
HAJ,Hanover,Germany,VIE,Vienna,Austria,2852
MUC,Munich,Germany,DUS,Duesseldorf,Germany,4320
MUC,Munich,Germany,HAJ,Hanover,Germany,13536
MUC,Munich,Germany,DTM,Dortmund,Germany,1350
MUC,Munich,Germany,DUS,Duesseldorf,Germany,50
MUC,Munich,Germany,FCO,Rome (IT),Italy,1800
MUC,Munich,Germany,GRZ,Graz,Austria,4050
MUC,Munich,Germany,GVA,Geneva,Switzerland,7350
MUC,Munich,Germany,HAJ,Hanover,Germany,1750
PRG,Prague,Czech Republic,FRA,Frankfurt,Germany,10512
RIX,Riga,Latvia,FRA,Frankfurt,Germany,2562
STR,Stuttgart,Germany,HAJ,Hanover,Germany,5865
HAM,Hamburg,Germany,ARN,Stockholm,Sweden,1750
HAM,Hamburg,Germany,LHR,London (GB),UK,2304
HAM,Hamburg,Germany,MUC,Munich,Germany,44496
IST,Istanbul,Turkey,MUC,Munich,Germany,8928
LAX,Los Angeles,USA,MUC,Munich,Germany,7440
MUC,Munich,Germany,NAP,Naples (IT),Italy,1050
MUC,Munich,Germany,NAP,Naples (IT),Italy,4464
MUC,Munich,Germany,NCE,Nice,France,488
MUC,Munich,Germany,YUL,Montreal,Canada,4080
MUC,Munich,Germany,ZRH,Zurich,Switzerland,6750
MUC,Munich,Germany,HEL,Helsinki,Finland,2080
MUC,Munich,Germany,LHR,London (GB),UK,23328
MUC,Munich,Germany,LHR,London (GB),UK,250
MUC,Munich,Germany,ORD,Chicago,USA,7440
SVG,Stavanger,Norway,FRA,Frankfurt,Germany,4340
TLS,Toulouse,France,MUC,Munich,Germany,4500
TXL,Berlin,Germany,CPH,Copenhagen,Denmark,1748
VCE,Venice,Italy,FRA,Frankfurt,Germany,17136
LEJ,Leipzig/Halle,Germany,DUS,Duesseldorf,Germany,200
LEJ,Leipzig/Halle,Germany,MUC,Munich,Germany,4650
LHR,London (GB),UK,FRA,Frankfurt,Germany,9250
LHR,London (GB),UK,HAM,Hamburg,Germany,2304
MUC,Munich,Germany,ZAG,Zagreb,Croatia,2170
NUE,Nuremberg,Germany,FRA,Frankfurt,Germany,640
CDG,Paris,France,DUS,Duesseldorf,Germany,2170
CGN,Cologne/Bonn,Germany,FRA,Frankfurt,Germany,122
NAP,Naples (IT),Italy,MUC,Munich,Germany,1050
NAP,Naples (IT),Italy,MUC,Munich,Germany,4464
NCE,Nice,France,MUC,Munich,Germany,488
NUE,Nuremberg,Germany,HAM,Hamburg,Germany,184
AUH,Abu Dhabi,United Arab Emirates,KWI,Kuwait,Kuwait,4320
BRE,Bremen,Germany,FRA,Frankfurt,Germany,7776
MAD,Madrid,Spain,DUS,Duesseldorf,Germany,1890
MUC,Munich,Germany,BOS,Boston,USA,6240
ORD,Chicago,USA,MUC,Munich,Germany,7440
PAD,Paderborn/Lippstadt,Germany,FRA,Frankfurt,Germany,5704
STR,Stuttgart,Germany,CDG,Paris,France,80
STR,Stuttgart,Germany,FRA,Frankfurt,Germany,2480
DUS,Duesseldorf,Germany,CDG,Paris,France,2170
DUS,Duesseldorf,Germany,NUE,Nuremberg,Germany,7735
BRU,Brussels,Belgium,FRA,Frankfurt,Germany,12672
BUD,Budapest,Hungary,DUS,Duesseldorf,Germany,2700
BUD,Budapest,Hungary,STR,Stuttgart,Germany,850
CDG,Paris,France,DUS,Duesseldorf,Germany,1840
CDG,Paris,France,STR,Stuttgart,Germany,1540
CDG,Paris,France,TXL,Berlin,Germany,3650
MUC,Munich,Germany,CDG,Paris,France,4026
TRN,Turin,Italy,FRA,Frankfurt,Germany,1680
TXL,Berlin,Germany,FRA,Frankfurt,Germany,4392
TXL,Berlin,Germany,BRU,Brussels,Belgium,3200
TXL,Berlin,Germany,DUS,Duesseldorf,Germany,160
FRA,Frankfurt,Germany,AMS,Amsterdam,Netherlands,14832
FRA,Frankfurt,Germany,ATH,Athens (GR),Greece,21000
FRA,Frankfurt,Germany,BLQ,Bologna,Italy,350
FRA,Frankfurt,Germany,CGN,Cologne/Bonn,Germany,122
VIE,Vienna,Austria,FRA,Frankfurt,Germany,11808
ZAG,Zagreb,Croatia,MUC,Munich,Germany,2170
ZRH,Zurich,Switzerland,FRA,Frankfurt,Germany,1470
MUC,Munich,Germany,HAM,Hamburg,Germany,45648
MUC,Munich,Germany,IST,Istanbul,Turkey,8928
MUC,Munich,Germany,LAX,Los Angeles,USA,7440
MUC,Munich,Germany,LEJ,Leipzig/Halle,Germany,4650
VNO,Vilnius,Lithuania,FRA,Frankfurt,Germany,3416
YUL,Montreal,Canada,MUC,Munich,Germany,4080
YYZ,Toronto,Canada,FRA,Frankfurt,Germany,12400
ZRH,Zurich,Switzerland,DUS,Duesseldorf,Germany,4620
ZRH,Zurich,Switzerland,MUC,Munich,Germany,6750
FRA,Frankfurt,Germany,IST,Istanbul,Turkey,250
FRA,Frankfurt,Germany,JED,Jeddah,Saudi Arabia,2520
FRA,Frankfurt,Germany,KBP,Kiev,Ukraine,4464
FRA,Frankfurt,Germany,KUF,Samara,Russian Federation,2592
FRA,Frankfurt,Germany,LEJ,Leipzig/Halle,Germany,5472
FRA,Frankfurt,Germany,LHR,London (GB),UK,1708
MUC,Munich,Germany,TLS,Toulouse,France,1960
MUC,Munich,Germany,TXL,Berlin,Germany,750
MXP,Milan,Italy,FRA,Frankfurt,Germany,10224
PHX,Phoenix,USA,FRA,Frankfurt,Germany,7440
FRA,Frankfurt,Germany,MEX,Mexico City,Mexico,17600
TLS,Toulouse,France,MUC,Munich,Germany,1960
TLV,Tel Aviv-yafo,Israel,FRA,Frankfurt,Germany,7440
TXL,Berlin,Germany,MUC,Munich,Germany,500
VIE,Vienna,Austria,HAJ,Hanover,Germany,2852
VNO,Vilnius,Lithuania,FRA,Frankfurt,Germany,432
CPH,Copenhagen,Denmark,FRA,Frankfurt,Germany,750
CPT,Cape Town,South Africa,JNB,Johannesburg,South Africa,12400
DRS,Dresden,Germany,MUC,Munich,Germany,144
FRA,Frankfurt,Germany,PMI,Palma de Mallorca,Spain,610
DUS,Duesseldorf,Germany,BUD,Budapest,Hungary,2700
DUS,Duesseldorf,Germany,CDG,Paris,France,1840
DUS,Duesseldorf,Germany,GVA,Geneva,Switzerland,2898
DUS,Duesseldorf,Germany,NCL,Newcastle (GB),UK,1350
DUS,Duesseldorf,Germany,STR,Stuttgart,Germany,184
FRA,Frankfurt,Germany,ZRH,Zurich,Switzerland,10080
FDH,Friedrichshafen,Germany,FRA,Frankfurt,Germany,1530
FLR,Florence (IT),Italy,FRA,Frankfurt,Germany,9920
FMO,Muenster/Osnabrueck,Germany,FRA,Frankfurt,Germany,828
FRA,Frankfurt,Germany,BRE,Bremen,Germany,7776
HAM,Hamburg,Germany,MUC,Munich,Germany,1250
HAM,Hamburg,Germany,ZRH,Zurich,Switzerland,4300
IST,Istanbul,Turkey,FRA,Frankfurt,Germany,250
JED,Jeddah,Saudi Arabia,FRA,Frankfurt,Germany,2730
KBP,Kiev,Ukraine,FRA,Frankfurt,Germany,4464
KUF,Samara,Russian Federation,FRA,Frankfurt,Germany,2448
FRA,Frankfurt,Germany,BRU,Brussels,Belgium,12672
FRA,Frankfurt,Germany,CPH,Copenhagen,Denmark,750
FRA,Frankfurt,Germany,FDH,Friedrichshafen,Germany,1530
FRA,Frankfurt,Germany,FLR,Florence (IT),Italy,9920
FRA,Frankfurt,Germany,FMO,Muenster/Osnabrueck,Germany,828
